site_datatype_id,site_id,datatype_id,site_metadata.site_id,site_metadata.site_name,site_metadata.site_common_name,site_metadata.description,site_metadata.elevation,site_metadata.lat,site_metadata.longi,site_metadata.db_site_code,site_metadata.objecttype_id,site_metadata.objecttype_name,site_metadata.basin_id,site_metadata.hydrologic_unit,site_metadata.river_mile,site_metadata.segment_no,site_metadata.state_id,site_metadata.state_code,site_metadata.usgs_id,site_metadata.nws_code,site_metadata.shef_code,site_metadata.scs_id,site_metadata.parent_objecttype_id,site_metadata.parent_site_id,datatype_metadata.datatype_id,datatype_metadata.datatype_name,datatype_metadata.datatype_common_name,datatype_metadata.physical_quantity_name,datatype_metadata.unit_id,datatype_metadata.unit_name,datatype_metadata.unit_common_name,datatype_metadata.allowable_intervals,datatype_metadata.agen_id,datatype_metadata.cmmnt,last_meas_date,last_meas_val
1886,937,42,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1887,938,42,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1888,939,42,939,SILVER JACK RESERVOIR,SILVER JACK,,8934.0,38.22692,-107.54041,UC,7,,11,140200020901.0,0.0,0,6,,,SJAC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1889,940,42,940,EAST CANYON RESERVOIR,EAST CANYON,,5667.0,40.92027,-111.60099,UC,7,,4,160201020106.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1890,941,42,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1891,942,42,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1892,943,42,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1893,944,42,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1894,945,42,945,PAONIA RESERVOIR,PAONIA,,6450.0,38.94919,-107.34347,UC,7,,11,140200040401.0,0.0,0,6,,,PRSC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1895,946,42,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1896,947,42,947,ROCKPORT RESERVOIR,ROCKPORT RESERVOIR,,6038.0,40.78944,-111.40263,UC,7,,4,160201010404.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1897,948,42,948,RIDGWAY RESERVOIR,RIDGWAY,,6861.0,38.23636,-107.75914,UC,7,,11,140200060209.0,0.0,0,6,,,RBSC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1898,949,42,949,STATELINE RESERVOIR,STATELINE,,9196.0,40.98291,-110.39038,UC,7,,1,140401070202.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1900,951,42,951,CRAWFORD RESERVOIR,CRAWFORD,,6565.0,38.68294,-107.60285,UC,7,,11,140200021204.0,0.0,0,6,,,CRFC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1901,952,42,952,CURRANT CREEK RESERVOIR,CURRANT CREEK,,7696.0,40.33841,-111.05821,UC,7,,6,140600040401.0,0.0,0,44,,,CRUU1,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1902,953,42,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1903,954,42,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1904,955,42,955,FRUITGROWERS RESERVOIR,FRUITGROWERS,,5475.0,38.82871,-107.94513,UC,7,,11,140200050105.0,0.0,0,6,,,FTGC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1905,956,42,956,HUNTINGTON NORTH RESERVOIR,HUNTINGTON NORTH,,6481.0,39.38458,-111.09082,UC,7,,7,140600090105.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1906,957,42,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1907,958,42,958,MCPHEE RESERVOIR,MCPHEE,,6760.0,37.57588,-108.57307,UC,7,,10,140300020601.0,0.0,0,6,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1908,959,42,959,NEWTON RESERVOIR,NEWTON,,4760.0,41.8998,-111.97562,UC,7,,2,160102020705.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1909,960,42,960,RED FLEET RESERVOIR,RED FLEET,,5604.0,40.57543,-109.42052,UC,7,,1,140600100205.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1910,961,42,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1911,962,42,962,STRAWBERRY RESERVOIR (EXPANDED),STRAWBERRY RESERVOIR (EXPANDED),Represents the single reservoir that existed after the expansion,7448.0,40.13564,-111.02658999999998,UC,7,,6,140600040106.0,0.0,0,44,,,STIU1,,,7,962,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1912,963,42,963,UPPER STILLWATER RESERVOIR,UPPER STILLWATER,,8169.0,40.56565,-110.70044,UC,7,,6,140600030305.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1913,964,42,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,42,average total release (sum of all average reservoir release methods),total release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
1914,912,43,912,TAYLOR PARK RESERVOIR,TAYLOR PARK,,9321.0,38.81844,-106.60592,UC,7,,11,140200010113.0,0.0,0,6,,,TPIC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1915,913,43,913,BLUE MESA RESERVOIR,BLUE MESA,,7304.0,38.45305,-107.33677,UC,7,,11,140200021003.0,0.0,0,6,,,BMDC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1916,914,43,914,MORROW POINT RESERVOIR,MORROW POINT,,7052.0,38.45191,-107.53791,UC,7,,11,140200021005.0,0.0,0,6,,,MPSC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1917,915,43,915,CRYSTAL RESERVOIR,CRYSTAL,,6758.0,38.51046,-107.62373999999998,UC,7,,11,140200021101.0,0.0,0,6,,,CLSC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1918,916,43,916,FONTENELLE RESERVOIR,FONTENELLE,,6418.0,42.02617,-110.06816,UC,7,,1,140401030602.0,0.0,0,50,,,GBRW4,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1919,917,43,917,FLAMING GORGE RESERVOIR,FLAMING GORGE,,5667.0,40.91474,-109.42185,UC,7,,1,140401060805.0,0.0,0,44,,,GRNU1,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1920,919,43,919,LAKE POWELL,LAKE POWELL,,3271.0,36.93649,-111.48396,UC,7,,2029,140700061105.0,0.0,0,3,,,GLDA3,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1921,920,43,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
1922,912,49,912,TAYLOR PARK RESERVOIR,TAYLOR PARK,,9321.0,38.81844,-106.60592,UC,7,,11,140200010113.0,0.0,0,6,,,TPIC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1923,913,49,913,BLUE MESA RESERVOIR,BLUE MESA,,7304.0,38.45305,-107.33677,UC,7,,11,140200021003.0,0.0,0,6,,,BMDC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1924,914,49,914,MORROW POINT RESERVOIR,MORROW POINT,,7052.0,38.45191,-107.53791,UC,7,,11,140200021005.0,0.0,0,6,,,MPSC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1925,915,49,915,CRYSTAL RESERVOIR,CRYSTAL,,6758.0,38.51046,-107.62373999999998,UC,7,,11,140200021101.0,0.0,0,6,,,CLSC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1926,916,49,916,FONTENELLE RESERVOIR,FONTENELLE,,6418.0,42.02617,-110.06816,UC,7,,1,140401030602.0,0.0,0,50,,,GBRW4,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1927,917,49,917,FLAMING GORGE RESERVOIR,FLAMING GORGE,,5667.0,40.91474,-109.42185,UC,7,,1,140401060805.0,0.0,0,44,,,GRNU1,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1928,919,49,919,LAKE POWELL,LAKE POWELL,,3271.0,36.93649,-111.48396,UC,7,,2029,140700061105.0,0.0,0,3,,,GLDA3,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1929,920,49,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1931,924,49,924,VEGA RESERVOIR,VEGA,,7986.0,39.22163,-107.79988,UC,7,,11,140100051202.0,0.0,0,6,,,VEGC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1932,925,49,925,WILLARD BAY RESERVOIR,WILLARD BAY,,4203.0,41.37738,-112.08339,UC,7,,4,160201020702.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1933,927,49,927,STEINAKER RESERVOIR,STEINAKER,,5513.0,40.51456,-109.53275,UC,7,,1,140600100901.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1934,928,49,928,STARVATION RESERVOIR,STARVATION,,5723.0,40.19324,-110.44722,UC,7,,6,140600040806.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1935,930,49,930,MOON LAKE RESERVOIR,MOON LAKE,,8081.0,40.57445,-110.50665,UC,7,,6,140600030604.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1936,931,49,931,SCOFIELD RESERVOIR,SCOFIELD,,7708.0,39.77656,-111.05074,UC,7,,7,140600070206.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1937,932,49,932,JOES VALLEY RESERVOIR,JOES VALLEY,,6978.0,39.2901,-111.27888,UC,7,,7,140600090203.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1938,933,49,933,VALLECITO RESERVOIR,VALLECITO,,7613.0,37.37834,-107.57486000000002,UC,7,,16,140801011401.0,0.0,0,6,,,VCRC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1939,934,49,934,LEMON RESERVOIR,LEMON,,8150.0,37.39538,-107.66269,UC,7,,16,140801040703.0,0.0,0,6,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1940,935,49,935,JACKSON GULCH RESERVOIR,JACKSON GULCH,,7844.0,37.40186,-108.27342,UC,7,,16,140801070103.0,0.0,0,6,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1941,936,49,936,BIG SANDY RESERVOIR,BIG SANDY,,6718.0,42.24993,-109.42803,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1942,937,49,937,BRANTLEY LAKE,BRANTLEY,,3249.0,32.5442,-104.3814,UC,7,,19,130600111003.0,0.0,0,31,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1943,938,49,938,CAUSEY RESERVOIR,CAUSEY,,5718.0,41.29828,-111.58591,UC,7,,4,160201020205.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1944,939,49,939,SILVER JACK RESERVOIR,SILVER JACK,,8934.0,38.22692,-107.54041,UC,7,,11,140200020901.0,0.0,0,6,,,SJAC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1945,940,49,940,EAST CANYON RESERVOIR,EAST CANYON,,5667.0,40.92027,-111.60099,UC,7,,4,160201020106.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1946,941,49,941,ECHO RESERVOIR,ECHO,,5569.0,40.96412,-111.43238999999998,UC,7,,4,160201010702.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1947,942,49,942,LOST CREEK RESERVOIR,LOST CREEK,,5917.0,41.18318,-111.39905,UC,7,,4,160201010606.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1948,943,49,943,LAKE SUMNER,SUMNER,,4272.0,34.628840000000004,-104.3924,UC,7,,19,130600011309.0,0.0,0,31,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1949,944,49,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1950,945,49,945,PAONIA RESERVOIR,PAONIA,,6450.0,38.94919,-107.34347,UC,7,,11,140200040401.0,0.0,0,6,,,PRSC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1951,946,49,946,PINEVIEW RESERVOIR,PINEVIEW,,4916.0,41.25419,-111.84254,UC,7,,4,160201020306.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1952,947,49,947,ROCKPORT RESERVOIR,ROCKPORT RESERVOIR,,6038.0,40.78944,-111.40263,UC,7,,4,160201010404.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1953,948,49,948,RIDGWAY RESERVOIR,RIDGWAY,,6861.0,38.23636,-107.75914,UC,7,,11,140200060209.0,0.0,0,6,,,RBSC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1954,949,49,949,STATELINE RESERVOIR,STATELINE,,9196.0,40.98291,-110.39038,UC,7,,1,140401070202.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1956,951,49,951,CRAWFORD RESERVOIR,CRAWFORD,,6565.0,38.68294,-107.60285,UC,7,,11,140200021204.0,0.0,0,6,,,CRFC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1957,952,49,952,CURRANT CREEK RESERVOIR,CURRANT CREEK,,7696.0,40.33841,-111.05821,UC,7,,6,140600040401.0,0.0,0,44,,,CRUU1,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1958,953,49,953,DEER CREEK RESERVOIR,DEER CREEK,,5420.0,40.40837,-111.52908,UC,7,,5,160202030405.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1959,954,49,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1960,955,49,955,FRUITGROWERS RESERVOIR,FRUITGROWERS,,5475.0,38.82871,-107.94513,UC,7,,11,140200050105.0,0.0,0,6,,,FTGC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1961,956,49,956,HUNTINGTON NORTH RESERVOIR,HUNTINGTON NORTH,,6481.0,39.38458,-111.09082,UC,7,,7,140600090105.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1962,957,49,957,HYRUM RESERVOIR,HYRUM,,4672.0,41.62117,-111.86099,UC,7,,2,160102030105.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1963,958,49,958,MCPHEE RESERVOIR,MCPHEE,,6760.0,37.57588,-108.57307,UC,7,,10,140300020601.0,0.0,0,6,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1964,959,49,959,NEWTON RESERVOIR,NEWTON,,4760.0,41.8998,-111.97562,UC,7,,2,160102020705.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1965,960,49,960,RED FLEET RESERVOIR,RED FLEET,,5604.0,40.57543,-109.42052,UC,7,,1,140600100205.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1966,961,49,961,RIFLE GAP RESERVOIR,RIFLE GAP,,5943.0,39.6303,-107.7582,UC,7,,20,140100050505.0,0.0,0,6,,,RRGC2,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1967,962,49,962,STRAWBERRY RESERVOIR (EXPANDED),STRAWBERRY RESERVOIR (EXPANDED),Represents the single reservoir that existed after the expansion,7448.0,40.13564,-111.02658999999998,UC,7,,6,140600040106.0,0.0,0,44,,,STIU1,,,7,962,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1968,963,49,963,UPPER STILLWATER RESERVOIR,UPPER STILLWATER,,8169.0,40.56565,-110.70044,UC,7,,6,140600030305.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
1969,964,49,964,JORDANELLE RESERVOIR,JORDANELLE,,6187.0,40.59833,-111.42304,UC,7,,5,160202030304.0,0.0,0,44,,,,,,0,0,49,"reservoir ws elevation, end of period primary reading",pool elevation,water surface elevation,4,feet,feet,either,0,,,
2216,919,40,919,LAKE POWELL,LAKE POWELL,,3271.0,36.93649,-111.48396,UC,7,,2029,140700061105.0,0.0,0,3,,,GLDA3,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2217,920,39,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,39,average power release,power release,outflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2255,933,30,933,VALLECITO RESERVOIR,VALLECITO,,7613.0,37.37834,-107.57486000000002,UC,7,,16,140801011401.0,0.0,0,6,,,VCRC2,,,0,0,30,volume of inflow,inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
2256,920,34,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,34,volume of unregulated inflow,unregulated inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
2257,916,40,916,FONTENELLE RESERVOIR,FONTENELLE,,6418.0,42.02617,-110.06816,UC,7,,1,140401030602.0,0.0,0,50,,,GBRW4,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2258,917,40,917,FLAMING GORGE RESERVOIR,FLAMING GORGE,,5667.0,40.91474,-109.42185,UC,7,,1,140401060805.0,0.0,0,44,,,GRNU1,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2259,913,40,913,BLUE MESA RESERVOIR,BLUE MESA,,7304.0,38.45305,-107.33677,UC,7,,11,140200021003.0,0.0,0,6,,,BMDC2,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2260,915,40,915,CRYSTAL RESERVOIR,CRYSTAL,,6758.0,38.51046,-107.62373999999998,UC,7,,11,140200021101.0,0.0,0,6,,,CLSC2,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2261,914,40,914,MORROW POINT RESERVOIR,MORROW POINT,,7052.0,38.45191,-107.53791,UC,7,,11,140200021005.0,0.0,0,6,,,MPSC2,,,0,0,40,volume of power releases,power release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2264,933,43,933,VALLECITO RESERVOIR,VALLECITO,,7613.0,37.37834,-107.57486000000002,UC,7,,16,140801011401.0,0.0,0,6,,,VCRC2,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2269,915,25,915,CRYSTAL RESERVOIR,CRYSTAL,,6758.0,38.51046,-107.62373999999998,UC,7,,11,140200021101.0,0.0,0,6,,,CLSC2,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
2271,912,25,912,TAYLOR PARK RESERVOIR,TAYLOR PARK,,9321.0,38.81844,-106.60592,UC,7,,11,140200010113.0,0.0,0,6,,,TPIC2,,,0,0,25,volume of evaporation,evaporation,evaporation,1,acre-feet,acre-feet,non-instant,0,,,
2304,920,33,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,33,average unregulated inflow,unregulated inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2365,936,43,936,BIG SANDY RESERVOIR,BIG SANDY,,6718.0,42.24993,-109.42803,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2366,944,43,944,MEEKS CABIN RESERVOIR,MEEKS CABIN,,8694.0,41.01664,-110.58344,UC,7,,1,140401070303.0,0.0,0,50,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2367,954,43,954,EDEN RESERVOIR,EDEN,,6703.0,42.21665,-109.37087,UC,7,,1,140401040601.0,0.0,0,50,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2368,949,43,949,STATELINE RESERVOIR,STATELINE,,9196.0,40.98291,-110.39038,UC,7,,1,140401070202.0,0.0,0,44,,,,,,0,0,43,volume of total release (sum of the volumes of all reservoir release methods over interval),release volume,outflow,1,acre-feet,acre-feet,non-instant,0,,,
2387,920,123,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,123,average modified unregulated inflow,mod unregulated inflow,inflow,2,cubic feet per second (cfs),cfs,non-instant,0,,,
2388,920,124,920,NAVAJO RESERVOIR,NAVAJO,,6099.0,36.80063,-107.61203,UC,7,,16,140801011605.0,0.0,0,31,,,NVRN5,,,0,0,124,volume of modified unregulated inflow,mod unregulated inflow volume,inflow,1,acre-feet,acre-feet,non-instant,0,,,
